gene	half_life_hr	decay_rate	p_val	std	geneSymbol
9	3.35651464066066	-1.57741604685193	0.00530431360843102	0.286447155809249	NAT1
18	24.6112532045568	-3.56971670626255	0.353902341138664	3.4071539611657	ABAT
19	5.86706511991064	-2.13586744981791	0.198045038223863	1.38555299451722	ABCA1
21	17.8766077293375	-3.25000594801711	0.32743952272967	2.91562939734722	ABCA3
22	21.9024395003962	-3.45311094391257	0.293903014223043	2.86074030215512	ABCB7
25	4.59699496180401	-1.89191574143039	0.0254461714426946	0.544291953830267	ABL1
27	3.9097273877331	-1.72998057034087	0.0352563219561357	0.553078962770687	ABL2
28	6.14390175729289	-2.18197292627525	0.256956297459368	1.65156442505486	ABO
29	14.4827392522832	-3.03947046452936	0.188449411587935	1.9193057310568	ABR
30	121.897471444233	-5.16969321398446	0.845493918116473	24.871265199961	ACAA1
31	26.4188065494307	-3.64058904641598	0.407495023653522	3.93739452942929	ACACA
32	72.1016019869211	-4.64458918358441	0.684488034636195	10.6218056741391	ACACB
39	18.1837488070458	-3.26704119308169	0.299461790392882	2.74288114023876	ACAT2
43	47.6078380042291	-4.22951033221781	0.672607669315705	9.29245450579961	ACHE
47	13.8921382919872	-2.99783601020715	0.166213333536212	1.77343917263173	ACLY
51	12.3374336135687	-2.87915094446103	0.155804519453263	1.64932152644273	ACOX1
70	11.8882647760125	-2.84206468085383	0.182821081046594	1.76595167296564	ACTC1
71	11.7617790933271	-2.83136813505614	0.0736425754745049	1.17537859406945	ACTG1
90	4.82644372411316	-1.94062282804878	0.0351309545285692	0.61969027980021	ACVR1
92	3.44671171258017	-1.60393357032241	0.055565975463316	0.59979367006873	ACVR2A
93	4.18364740829787	-1.79769637235393	0.0174684382499475	0.460365368097913	ACVR2B
97	7.27967412749921	-2.35159901908223	0.0904192654061162	1.05836462046901	ACYP1
98	13.9832227339187	-3.00437115542138	0.281975399914898	2.41834970261659	ACYP2
100	11.6477735769802	-2.82162797305758	0.067858575060595	1.13553884622009	ADA
102	10.1029403495248	-2.67933942577592	0.0943234503213257	1.22681170549697	ADAM10
103	9.5330055116478	-2.62127296225803	0.169998074958942	1.56848119903159	ADAR
104	17.3390771709426	-3.21947567084902	0.330440295347836	2.90868627606643	ADARB1
