gene	half_life_hr	decay_rate	p_val	std	geneSymbol
1	8.86601624297841	-2.54873848895545	0.0129568146366395	0.860828580000187	A1BG
13	5.16417024213391	-2.00825736012837	0.0177564179561066	0.721194863690278	AADAC
15	6.66248858102642	-2.26300599615492	0.091796422442496	1.22522067296449	AANAT
16	4.77790340397689	-1.93051475244896	0.0236794827796744	0.735849282638177	AARS
18	7.45626932896887	-2.3755681197601	0.0175154188859068	0.850767284152992	ABAT
19	4.84724132932964	-1.9449226656277	0.00566721831894389	0.567766258622071	ABCA1
20	5.8675059735978	-2.13594258740647	0.0262954552816918	0.832809216874452	ABCA2
21	5.2231665659639	-2.01961676038773	0.0136783529675675	0.689173050162065	ABCA3
22	4.71818356162058	-1.91793680747003	0.00376017010392962	0.524148262887889	ABCB7
24	4.75733287154176	-1.92620011068179	0.00417850743496087	0.535230058791374	ABCA4
25	3.80394639244865	-1.70255197274928	0.00310899833008811	0.451796864973425	ABL1
27	2.81745179982628	-1.40234577994078	0.0014578397392999	0.333004592577533	ABL2
29	7.13171759752184	-2.33106502326492	0.0267905029761429	0.912614150520417	ABR
30	5.45164750504708	-2.06243077807909	0.0741448621506411	1.04530200270434	ACAA1
31	6.03249093844187	-2.1636729369744	0.0056924649020371	0.632088782616304	ACACA
32	5.24067081948271	-2.02296242970613	0.00520410731106166	0.582332327748369	ACACB
34	4.22227144540172	-1.80688616102534	0.0434965456552708	0.792313894046576	ACADM
35	5.85902978943953	-2.13449694552114	0.0638093294964214	1.03590752717629	ACADS
36	6.06872759855963	-2.16966188235484	0.0177788321768288	0.779355017257934	ACADSB
37	7.15437386703309	-2.33423681991224	0.082226231238617	1.22067438460556	ACADVL
38	4.9579963977707	-1.96751462764553	0.0242076202069156	0.753503798907435	ACAT1
41	5.87156638629968	-2.13663436487224	0.0159515989686909	0.751133566516558	ASIC1
43	5.93106329580479	-2.14671642541044	0.0386158948763639	0.914231834238003	ACHE
47	5.20950306743327	-2.01699739126689	0.0108623105444364	0.65926448309785	ACLY
48	5.89948907596566	-2.14137867044962	0.0193022440613214	0.782111760539834	ACO1
49	7.01842253688531	-2.31505140352295	0.0202805047285224	0.854172263195207	ACR
50	5.11842888118454	-1.99936045339854	0.0619726206316655	0.962419846506701	ACO2
51	6.23824775058602	-2.19721225432776	0.0115251103643556	0.726037535059702	ACOX1
53	5.44454108018749	-2.06112639062075	0.0189148399670774	0.7496955746599	ACP2
54	8.33684425438438	-2.48719767858152	0.0995083658056259	1.38266784745588	ACP5
56	4.87968027065737	-1.95159261999239	0.0430924031957096	0.853778530389136	ACRV1
58	5.70460905452466	-2.10778737473338	0.0118788962684792	0.700404473136223	ACTA1
59	6.64139125897005	-2.25983438907562	0.0144601493355504	0.779409493492298	ACTA2
60	4.74169102910578	-1.92290674986124	0.0147321882256257	0.6655960810801	ACTB
70	3.31827188673472	-1.5659570519508	0.00227597762597147	0.39652923681921	ACTC1
71	4.58113939311565	-1.88846066355764	0.0102683798740398	0.610961664118742	ACTG1
72	2.32259125392516	-1.20919640276437	0.124178258316126	0.726399503139295	ACTG2
81	6.88664323057307	-2.29609669248789	0.0461610012080998	1.02201362167671	ACTN4
87	5.54895390785865	-2.08012234550395	0.0166622063505043	0.737584088665715	ACTN1
89	5.60888950683978	-2.09086567165189	0.0238791240634741	0.798401911763169	ACTN3
90	5.75209700362543	-2.11607740518808	0.00388070613151703	0.581166552545808	ACVR1
91	4.40761723304129	-1.84984715405243	0.00281870660126718	0.483621307273082	ACVR1B
94	6.48375995605719	-2.23581350280391	0.0725785805106475	1.12604842918015	ACVRL1
95	5.86512133563959	-2.1355360905617	0.0961292754934363	1.17368405334452	ACY1
97	5.38275047000277	-2.04971240389429	0.0274919070306616	0.807050878515032	ACYP1
101	5.05660216298586	-1.98720766902636	0.0148951007223595	0.689320084769379	ADAM8
102	5.29536019532143	-2.03334392287786	0.00179056299615828	0.497191447555758	ADAM10
103	5.42677095403125	-2.05785720987662	0.00696705888342442	0.621915064853903	ADAR
104	6.74155134734593	-2.27480298925014	0.0124277773262119	0.762304363056679	ADARB1
111	6.78758265986847	-2.28160778401706	0.0121466004080019	0.761318460543979	ADCY5
112	6.22591481549272	-2.1952333104472	0.0226328226029645	0.828749694231793	ADCY6
113	5.97378547956982	-2.1538937307201	0.00787993130798138	0.664869489102268	ADCY7
115	4.58638099444614	-1.88960417929146	0.00186709161121435	0.464841790456724	ADCY9
118	5.5694993408979	-2.08381808554342	0.0208005821913231	0.772896147565934	ADD1
120	6.1386122191359	-2.18111161425164	0.0132157354314859	0.739427133329532	ADD3
123	6.45504333451357	-2.23137465818284	0.00490345441620838	0.636137296466482	PLIN2
126	2.71027981373279	-1.36356480244304	0.286048042046387	1.21607276777616	ADH1C
128	5.27366040734342	-2.02923761647821	0.0110588708342956	0.665449480422922	ADH5
130	5.37746535600182	-2.04873006032211	0.01897366527916	0.745657666287179	ADH6
132	4.91670082000611	-1.95915066111718	0.0170045433937173	0.697500984625644	ADK
