Gene,BurstMean,BurstSD,BurstMedian,BurstMAD
ENSMUSG00000000028,16.797292494531433,2.6512486676774794,16.604247710116535,2.4541004174991667
ENSMUSG00000000049,242.1519930956262,669.8360391154616,78.80270488527302,92.90729152980573
ENSMUSG00000000056,1114.754820005342,4226.049723615733,130.97005121613435,185.8664589475154
ENSMUSG00000000058,4.889183453699963,1.8899185329592392,4.723667077769667,1.0102038448010204
ENSMUSG00000000078,15.47999503306588,6.910753743928659,15.295820972127714,1.6323153310751755
ENSMUSG00000000085,7.296158676784492,1.9532587034090134,7.195801100983597,1.0832120392991837
ENSMUSG00000000088,4.019715513182306,5.978928245764013,3.869634584097845,0.5849550853734439
ENSMUSG00000000126,313.73089402423903,876.4219580873236,60.14039783562152,81.62514533312684
ENSMUSG00000000127,7.125773611718172,2.3253792558224147,7.027405112032943,1.1583568678614586
ENSMUSG00000000131,5.296226960810221,5.082964891875255,4.824949021235417,1.5884306851104966
ENSMUSG00000000148,349.901124425554,2178.029933052644,8.36079008717839,5.684090956006982
ENSMUSG00000000149,33.245868078475056,14.874677095357328,30.089866860390153,9.746495040714413
ENSMUSG00000000167,498.7250285359845,1172.607017368868,171.28659937392715,201.52274657251996
ENSMUSG00000000168,2.9313965142214364,3.8567253616764794,2.815380513911276,0.6153758076246574
ENSMUSG00000000184,32.80904949032755,67.04838859373866,28.816874457038054,3.402461206442518
ENSMUSG00000000194,5.318795520513404,5.787324747926233,5.172070021604301,1.1265882266188811
ENSMUSG00000000248,6.048462059661694,1.5403860375935894,5.819968595953057,1.2976977717093439
ENSMUSG00000000253,182.17518053557612,1565.1753236339293,3.687494583964607,1.722427820791624
ENSMUSG00000000275,5.996955520569622,7.685586904810108,5.314073193915758,1.5920001217526638
ENSMUSG00000000282,7.304233181634366,3.8296192842127796,6.599912564716444,2.0144543787300497
ENSMUSG00000000295,8.477678888876168,4.410111283911014,8.262553395716301,1.7897190793363456
ENSMUSG00000000296,703.2164506348395,1951.880217602632,215.31565093911215,258.576306383126
ENSMUSG00000000325,735.0488310521738,2657.193398790663,107.10494821914908,125.72190238855389
ENSMUSG00000000326,6.645847757367356,19.85806894301375,6.193061439790425,1.336779644983948
ENSMUSG00000000339,2.7388243565662025,8.900359199845857,2.4809251393853993,0.6648388510471176
ENSMUSG00000000340,249.10820905357605,3439.6889667670494,11.384581746202526,5.907123152117829
ENSMUSG00000000346,11.047355041824268,12.26383013586651,10.697773263853104,2.0454496940253484
ENSMUSG00000000359,11.222739023938015,1.8101657681855474,11.078582298160434,1.6794749875102346
ENSMUSG00000000374,847.891967404984,4990.936261976247,17.387199724102135,15.98002924370652
ENSMUSG00000000378,4.174075760657199,4.149420546990761,4.020046269852746,0.9631720884224308
ENSMUSG00000000384,3.772493314366503,2.1330239309906975,3.61461793452288,0.9235085467489289
ENSMUSG00000000420,7.201725688980932,6.090620446535524,7.02769921577049,1.3227298443216902
ENSMUSG00000000439,1635.8552001870928,6610.414880793878,119.76670417802387,169.956538409598
ENSMUSG00000000440,3.2163182211071866,1.1566521837705963,3.1320365467047715,0.58110675651278
ENSMUSG00000000441,17.679994169357105,3.4027727177439195,17.414901258936755,2.8179654292699623
ENSMUSG00000000486,542.0854836810078,2635.409827799175,37.93176956272927,46.01949072271717
ENSMUSG00000000530,15.777506152996141,3.3294577822015783,15.39290884188987,3.0028296629128657
ENSMUSG00000000532,410.378136569151,1141.6638895130225,113.18377789339752,138.4363480649276
ENSMUSG00000000538,11.084979476133064,6.0476416738377745,10.112997842409566,3.566708145358699
ENSMUSG00000000552,12.027365309877046,103.55996429284423,6.879804406744777,2.0324627681181076
ENSMUSG00000000555,18.984876226774706,20.351050385287945,18.174274220919038,1.8993532821605987
ENSMUSG00000000561,4.497976301992118,81.49958199904852,1.8396098947378166,0.6139025641956513
ENSMUSG00000000563,11.722831790341894,64.32285139523837,9.42236159475228,2.27719609612279
ENSMUSG00000000567,7.504060508547556,1.1648038952163282,7.42853078890103,1.011265017223801
ENSMUSG00000000568,8.175543856951126,2.124351212726121,8.062436448159845,1.2958897605089474
