gene	half_life_hr	decay_rate	p_val	std	geneSymbol
13	3.93310422991053	-1.73594191505586	0.163451731115088	0.944754441117147	AADAC
16	1.59988367135813	-0.836443841783065	0.388211755585601	0.830818078578113	AARS
18	4.10780924200809	-1.77940277583662	0.129477037858079	0.857064804000333	ABAT
19	1.52711899918615	-0.789895873831643	0.0229282409301155	0.183062875232557	ABCA1
20	5.93494560643405	-2.14737078372077	0.0841439005815458	0.84301181075096	ABCA2
22	5.44197640366821	-2.06065522496643	0.0426904301643378	0.607382037554968	ABCB7
25	2.09613252076427	-1.10660691059728	0.0232712399566945	0.2578967852455	ABL1
27	1.48343276513747	-0.760871758522058	0.0379130443980275	0.213934966277332	ABL2
29	6.04583417558645	-2.16588238943519	0.0672800815273556	0.770714215560944	ABR
31	2.84045347456961	-1.41047663415245	0.0679026229295054	0.503900512561273	ACACA
32	3.87889847876161	-1.72206413668401	0.0944888174529959	0.712711381444178	ACACB
34	13.4765649578574	-2.96746516850764	0.333251716746067	2.57882082727992	ACADM
35	5.79947186013844	-2.12427977539113	0.063993225996233	0.739886102119135	ACADS
36	11.6473314110317	-2.82159001092358	0.206833974434646	1.75798048676468	ACADSB
37	2.23743233210576	-1.17184184865692	0.295124856509406	0.926178540607853	ACADVL
41	13.0122048527776	-2.93240067244246	0.208731491907778	1.8371761775597	ASIC1
43	2.07356942943593	-1.09578440489993	0.347287571122906	0.985551425698559	ACHE
47	3.97795276229491	-1.74728022620561	0.0563449561944485	0.576805056688721	ACLY
48	20.3108988005865	-3.37767054928569	0.325095571789886	2.87695038617391	ACO1
50	6.10621677158656	-2.17582031567044	0.17919130016188	1.24634866932717	ACO2
51	5.06002493094187	-1.98788433093251	0.065959038603839	0.701383249048389	ACOX1
53	7.56199399293403	-2.3896478316748	0.0543934992888455	0.777387178609277	ACP2
56	0.649065656478381	0.0657084812071442	0.86584077481495	0.357361852203282	ACRV1
58	22.4326251780074	-3.47702930096379	0.430257961602647	3.82410360810213	ACTA1
59	4.6398547837758	-1.90119598973004	0.0796844507530277	0.728425448137802	ACTA2
60	3.34064965753058	-1.57267821689869	0.0422790608271541	0.461757081881188	ACTB
71	4.50885779716517	-1.87255678196844	0.0184707266184576	0.400423929983065	ACTG1
81	5.88429323525886	-2.138799558119	0.093803109835158	0.882216683437642	ACTN4
87	4.12953471471088	-1.78467766133171	0.0708431093891542	0.649374971436772	ACTN1
90	2.61035351400038	-1.32599857872145	0.00841599192133009	0.213532479466406	ACVR1
91	2.82048986065977	-1.40342349989977	0.018723454390473	0.301615743077626	ACVR1B
95	20.7050203750634	-3.39688912164359	0.326117449440463	2.90062377417497	ACY1
101	2.91516312629444	-1.43643869981131	0.088882485154363	0.578063075311351	ADAM8
102	4.27001127544689	-1.81812938843859	0.0377342925573047	0.510252861131419	ADAM10
103	2.77294384904072	-1.38642243783637	0.0595108994339929	0.468276483562577	ADAR
104	3.98253035812841	-1.74843030623689	0.03483724318359	0.475543925658273	ADARB1
112	1.60590717915194	-0.840201738142031	0.429027197941355	0.921306098783072	ADCY6
113	6.27771868363202	-2.20351956812678	0.0430816579975392	0.651870002790517	ADCY7
115	3.24252613461176	-1.54286561777669	0.0227261565461449	0.356382104178413	ADCY9
118	5.48417798314965	-2.06838013674225	0.132950753143987	1.00968640764085	ADD1
120	1.39928749419251	-0.702476094933026	0.499391302611993	0.916980323805994	ADD3
123	2.9496100075732	-1.44818588137145	0.0190310858268139	0.313117153344108	PLIN2
128	7.42091126944301	-2.3708147828135	0.0466529718162692	0.724239828150583	ADH5
132	10.3472274140321	-2.70323152170385	0.200090278356974	1.65102614552425	ADK
133	0.660467985470497	0.0482937057558866	0.594909778849226	0.0814387480123097	ADM
136	2.41626824502381	-1.24873722306047	0.00317898507879565	0.143266822321313	ADORA2B
141	2.62045909850853	-1.32986245144233	0.0259413258229755	0.322901694354356	ADPRH
142	6.33192710141967	-2.21211754980827	0.0989763517490303	0.93546939170066	PARP1
143	4.75524044990832	-1.92576018310457	0.117215426701012	0.882884311876045	PARP4
152	5.74300402080093	-2.11449534258563	0.0313955518105262	0.552326100182173	ADRA2C
153	0.597637325529266	0.148258267480701	0.500907315277672	0.194276292797587	ADRB1
154	0.533097735008637	0.262537583298402	0.557649743323218	0.399129806086285	ADRB2
156	9.84409616393047	-2.65338482184887	0.191548108061774	1.57939091795239	ADRBK1
158	7.34918190594283	-2.36110192229761	0.0148124714180863	0.465657904475566	ADSL
159	4.72311461857551	-1.918981379373	0.0316910000979882	0.503074437970871	ADSS
160	8.9762848302051	-2.5610990012789	0.107553790600381	1.12638259667383	AP2A1
161	5.07962189683354	-1.99174974964485	0.0398551624587505	0.571204782577543	AP2A2
163	5.17009418813817	-2.0094038271446	0.0781448738035393	0.763253156671341	AP2B1
164	2.94913909037187	-1.44802621456938	0.0138787673424311	0.278905600726916	AP1G1
172	1.51605921294617	-0.78262726571069	0.265972188596665	0.573900667402821	AFG3L1P
178	4.33605044514888	-1.83347681868013	0.0338613754179381	0.493177911904563	AGL
196	1.73362404826009	-0.916726963587534	0.0148680819170967	0.181044200508376	AHR
203	54.5445343909501	-4.3655304333579	0.636488111324154	8.33015715029533	AK1
204	7.08183597810059	-2.32404611361071	0.084375099158922	0.913497164247126	AK2
207	6.78887731697066	-2.28179850488367	0.0766314988266046	0.859267024195284	AKT1
210	20.7235364631875	-3.39778300213426	0.439142658471431	3.81878195072947	ALAD
211	2.97657386188558	-1.45728584889788	0.0167487244533744	0.300600359095291	ALAS1
214	5.61848355481226	-2.09257471797199	0.0645182469308839	0.731385640347281	ALCAM
215	9.53321086397119	-2.62129450322026	0.0619213083308369	0.900324876168756	ABCD1
219	2.7671194576666	-1.38431979272294	0.0104485927152629	0.240744790771601	ALDH1B1
220	4.9321165136535	-1.96228112962206	0.085947710365181	0.777747225109054	ALDH1A3
223	8.74182536838542	-2.53463194066053	0.103019975264377	1.09219258656961	ALDH9A1
224	7.41587771852934	-2.37013625983783	0.0360953935689339	0.653654941657088	ALDH3A2
226	1.87330856249042	-0.994219072861849	0.32009487103313	0.836427559003157	ALDOA
239	3.54124061296489	-1.63099004197191	0.0428507901294807	0.48145991154556	ALOX12
240	7.30182524231703	-2.35463727067703	0.274651316978214	1.76609823430558	ALOX5
242	3.13405054887125	-1.50883919357216	0.0175019570480305	0.316304360057095	ALOX12B
257	2.27467813455223	-1.18835148365773	0.0594489177554967	0.4012004043259	ALX3
262	2.00052191321652	-1.05992102370661	0.00724587929014658	0.161903507625833	AMD1
267	8.25449490933583	-2.47727081005345	0.0447085087878503	0.743853472534331	AMFR
268	4.20718413903493	-1.80330649391008	0.039216355580167	0.513858572197498	AMH
