gene	half_life_hr	decay_rate	p_val	std	geneSymbol
2	6.33183247215074	-2.21210260491479	0.256294940658159	1.67160774670575	A2M
18	8.7499540515263	-2.53556136968326	0.0026557111270498	0.381312670960391	ABAT
19	1.75232024001444	-0.927453681789017	0.209022570046385	0.620018043500607	ABCA1
20	3.79109042864215	-1.69916661033761	0.00478817008483059	0.299950691232724	ABCA2
21	4.63199170330023	-1.89949986968068	0.00465850412569958	0.332789555988632	ABCA3
22	8.56581140060693	-2.51429178232571	0.0176645542669714	0.646058555609471	ABCB7
25	1.78472668705053	-0.945778207591435	0.00127908248665818	0.117157176477071	ABL1
27	1.32351264213882	-0.646802215271552	0.0131467624923674	0.152150163944054	ABL2
28	1.19120147493613	-0.541475361162087	0.365540997547111	0.531032503357759	ABO
29	5.6365895950503	-2.09579212146923	0.00945206350722776	0.447878043701991	ABR
30	13.0705171394402	-2.93687201433942	0.0303183436155123	0.893649038233715	ACAA1
31	4.02811783396999	-1.75981214872658	0.00793314237082292	0.357733340273879	ACACA
32	2.00540135762638	-1.06235713967445	0.0193027563900515	0.280456117849906	ACACB
34	8.17226597383731	-2.46725914397721	0.123622222032092	1.26831699467388	ACADM
35	10.7289996518849	-2.73946324379009	0.0109145428167798	0.610267221771809	ACADS
36	9.52718239246959	-2.62066193791885	0.0183718579915932	0.681474785130976	ACADSB
37	1.19817624965863	-0.547313529369234	0.339993678476682	0.505682357736403	ACADVL
38	28.7334435675136	-3.72457464603223	0.211219970796516	2.50475807684723	ACAT1
41	7.76166862246619	-2.41571026032976	0.0117716532657158	0.550126067445784	ASIC1
43	8.66047056165134	-2.52528197905292	0.00270216085488086	0.381540451288406	ACHE
47	5.44189171447598	-2.06063966263302	0.0159910534303674	0.513821768372332	ACLY
48	8.14454645627592	-2.4638614773868	0.0361726800945593	0.794440355287074	ACO1
49	24.7075151214964	-3.57362037387017	0.205761837752901	2.36795757532383	ACR
50	4.44794305169426	-1.8589546743217	0.045543685421721	0.648089056964154	ACO2
51	5.07951218445554	-1.99172815087922	0.0138264529366597	0.475555986903653	ACOX1
53	5.18821501129825	-2.01290263014359	0.00463119846018276	0.352087558589541	ACP2
54	5.57546075216113	-2.0848878806404	0.181321348291918	1.28986310032095	ACP5
56	4.91287422969256	-1.95837207394784	0.0476970931030502	0.693793702918306	ACRV1
58	3.60061676925598	-1.64761807616264	0.133793929763491	0.877943880197776	ACTA1
59	6.41616062198604	-2.22533282543134	0.00579393198064073	0.414134745693218	ACTA2
60	5.17637490120376	-2.01061790583808	0.0925707597528064	0.913587771546389	ACTB
71	6.69141427978316	-2.2673381744398	0.0423435147525305	0.770919972746245	ACTG1
81	3.87351308241959	-1.72067478908145	0.0644612987165096	0.679313444897352	ACTN4
87	4.31918937142567	-1.82958065972675	0.0252395891676533	0.525003586147817	ACTN1
89	7.2460960251613	-2.34697576512811	0.431536303644299	2.68585547959117	ACTN3
90	2.26702391056021	-1.18498083927693	0.00271667795738632	0.179294766980735	ACVR1
91	2.27360244773948	-1.18787847553374	0.00151844429244453	0.153945073997372	ACVR1B
95	12.4842196840041	-2.89097834208017	0.0422043858516948	0.981860919050243	ACY1
97	5.90088974829842	-2.14161606491978	0.0126065455541998	0.497597490947152	ACYP1
101	2.67151049639645	-1.34915696201694	0.00655463958646151	0.25988200056495	ADAM8
102	3.9386658522603	-1.73735497037052	0.00217259203997018	0.247601453450405	ADAM10
103	2.54304634682595	-1.29987563211155	0.0163422120026818	0.326248361574731	ADAR
104	2.99598290272051	-1.46378527951826	0.0026694436895599	0.220437905614476	ADARB1
111	3.92748117068157	-1.73451121749288	0.00257475630981734	0.25868693838531	ADCY5
112	3.14416500758072	-1.51206127709862	0.014977175311093	0.369712218995177	ADCY6
113	6.35868854869199	-2.21633507363508	4.7896236132104e-05	0.118365803311816	ADCY7
115	3.32711303734456	-1.56861789279815	0.00365100870180503	0.257093086480393	ADCY9
118	6.41163961903065	-2.22462794960577	0.0158246888441669	0.552973790067576	ADD1
120	3.63263273418472	-1.65647057710169	0.0140238189390815	0.397173243745851	ADD3
123	3.56043526029905	-1.6363957221009	0.000271937640333982	0.135796270717235	PLIN2
127	3.59202725702921	-1.64522965925263	0.0419108677685981	0.557439908551723	ADH4
128	14.8647060715124	-3.06550260364501	0.0556580753594996	1.1470327110616	ADH5
132	21.625767343889	-3.44039845688054	0.158272284395308	1.98612827154551	ADK
133	0.390225002508593	0.574518856127415	0.00012896785084624	0.0394243807465478	ADM
135	1.88007664180868	-0.997825463512086	0.189623480663743	0.63219064541328	ADORA2A
136	1.58152192145678	-0.824900545429552	0.000310625806345066	0.0708247416017348	ADORA2B
141	2.79956918241771	-1.39597846250239	0.000357395917165654	0.124244345941333	ADPRH
142	5.23582501788057	-2.02203734902593	0.0696546618586164	0.821802391964142	PARP1
143	5.07225006976497	-1.99029744047693	0.0280084641329168	0.590354671533975	PARP4
150	2.09437439555235	-1.1057678114858	0.0805935861327334	0.475369066762598	ADRA2A
152	3.93004200858058	-1.73516303561196	0.00135009263629982	0.218015898040439	ADRA2C
153	0.156410069690167	1.48876114815361	0.611949748559832	2.70970049131717	ADRB1
154	0.44370928821355	0.446072766690537	0.111207973642142	0.218887735338005	ADRB2
156	5.34690418341993	-2.04303065669814	0.0293226324569257	0.614992875073492	ADRBK1
158	9.03514852737377	-2.56763528360239	0.0115984601084654	0.582198636874157	ADSL
159	5.23991062360602	-2.02281736220541	0.00421524275732467	0.344798957456825	ADSS
160	5.42586065489326	-2.05768945348851	0.0208251972756488	0.556047928731826	AP2A1
161	6.84927962241034	-2.29065640271398	0.00241161923284449	0.335689857331144	AP2A2
163	7.61991514356786	-2.3972781542035	0.0232045867921286	0.669964169778475	AP2B1
164	2.54112684351237	-1.29912054241144	0.00242668327030868	0.190700477504388	AP1G1
165	1.36676481505417	-0.678959418938471	0.210121751678867	0.455246364919697	AEBP1
172	1.50422465798068	-0.774790508611546	0.0615730112175092	0.300747560526398	AFG3L1P
178	4.63751833136608	-1.90069230136262	0.00623015034870074	0.360954575933214	AGL
183	7.26335407589341	-2.34935463665675	0.476670007602919	2.99521049317789	AGT
191	8.11045799550501	-2.45966726004972	0.132213267786286	1.30350526325839	AHCY
196	1.64035516124658	-0.861425700707385	0.00214272908064764	0.122314898778149	AHR
203	11.4319290667889	-2.80292315639545	0.029384145245661	0.844305981117973	AK1
204	5.90840524743725	-2.14288887589726	0.0318754837878346	0.662754865079366	AK2
205	4.1398042175365	-1.78716141685054	0.00157247943226718	0.233758186231125	AK4
207	6.26324697277941	-2.20121165697023	0.00764578347171439	0.442806220646328	AKT1
210	5.86088757571731	-2.13481397613415	0.00915271480996314	0.452024230965096	ALAD
211	1.9666277345824	-1.04283318665424	0.00497586001869611	0.18605228367525	ALAS1
212	3.512917854649	-1.62295991034374	0.017599008290687	0.416556928402046	ALAS2
214	6.30974878471349	-2.208608784094	0.00956367083962569	0.473582125810209	ALCAM
215	7.74738717630236	-2.41386856856131	0.0107015729790786	0.534669010265909	ABCD1
217	2.77865917642519	-1.3884814212966	0.0731028492191945	0.574775564800553	ALDH2
218	23.5390254930405	-3.52517262364016	0.130869706487593	1.8594529822568	ALDH3A1
219	2.56033321593577	-1.30665033307764	0.000442870461220247	0.122881429978562	ALDH1B1
220	7.79168422632354	-2.41956996073157	0.0211348514474155	0.65682808411187	ALDH1A3
221	6.81298752612404	-2.28534364147823	0.00807459767940781	0.466900045012393	ALDH3B1
223	17.9959750166497	-3.25666104328722	0.0606003669962586	1.25676378965926	ALDH9A1
224	7.96906486485453	-2.4420800746121	0.00502114381919607	0.43678398375674	ALDH3A2
